"Name","abv","year","PriceRetail","Appellation_Region_Name","Varietal_Name","Varietal_WineType_Name","Winemakers_Notes"
"Feudi di San Gregorio Greco di Tufo 2010",13,2010,19.99,"Italy","Other White Wine","White Wines","The perfume is intense and persistent. One can recall in the nose clear sensations of fruit. For the taste, one immediately preceives the broad acdity and the spicy minerality, typical of a vine culitvated in Tufo. Immediately following, there are soft notes of balsamic."
"Pierre Sparr Pinot Blanc 2008",11.8,2008,14,"France - Other regions","Pinot Blanc","White Wines","Light yellow with green highlights. This easygoing thirst quenching wine which reveals green apple and white flowers aromas; concentrated, dry, with a fresh citric acidity which balanced so well with all this fruit."
"Raptor Ridge Pinot Gris 2011",13,2011,19.29,"Oregon","Pinot Gris/Grigio","White Wines","With a pale yellow tinge, the wine is brilliantly clear with modest levels of dissolved CO2 for freshness. From the glass, aromas of Meyer lemon, tangerine, ruby-red grapefruit and orange blossoms emerge. Flavors of tangerine and sweet lemon along with flint and racy acidity drive this wine with freshness and a long finish. In a word sleek!"
"Silverado Miller Ranch Sauvignon Blanc 2010",13.4,2010,22,"California","Sauvignon Blanc","White Wines","Attractive aroma of ripe grapefruit and honeydew melon, with spice and floral notes. Medium body, medium acidity with juicy fruit flavors. Blend: 95% Sauvignon Blanc and 5% Semillon"
"Peter Michael Belle Cote Chardonnay (1.5 Liter Magnum) 2007",15.2,2007,259,"California","Chardonnay","White Wines","Very intense and powerfully hedonistic aromas of lychee nuts, citrus, rose petal and orange blossom, with a background of mineral, bergamot orange, candied orange, yellow peach, nutmeg, whole nut and toasted almond. The rich seamless palate is weighty in the mouth and very creamy. Notes of brioche and pain grille coupled with crisp natural acidity complete the mouth feel. The wine is already expressive and will continue to develop for at least a decade."
"Waterbrook Chardonnay 2008",13.7,2008,13.29,"Washington","Chardonnay","White Wines","Luring aromatics of toasted almonds and buttery notes swirl among tropical fruit aromas. The creamy palate is layered with apple tart and pineapple upside down cake. This satisfying Chardonnay leaves lingering banana on the finish and balanced acidity. 98% Chardonnay, 2% Viognier"
"Byron Santa Barbara Chardonnay 2012",13.8,2012,15.99,"California","Chardonnay","White Wines","The 2012 vintage included a very cool winter and spring. These conditions led to being fruitful with small clusters and small berries with flavors of stone fruit, fig, honey; hints of brown spice and mineral. The palate is both crisp and concentrated with a mineral finish."
"Selbach Oster Graacher Domprobst Riesling Spatlese 2009",7.5,2009,32.99,"Germany","Riesling","White Wines","This beautiful Riesling Spaetlese displays succulent, ripe fruit, and a nice mineral touch from the slate. Great mid palate, almost silky texture with an interplay of yellow fruit aromatics and a faint hint of vanilla. Firm acidity keeps the wine lively and ensures great complexity and longevity. Excellent with aromatic food. In the classic Western cuisine try with rich pates and very aromatic, soft rind cheeses, especially blue cheese. Good with savory dishes that contain a little bit of sweetness in their preparation or sauce. For Asian/Fusion cuisine use with a wide range of flavourful dishes that are spicy or have a sweet and sour combination of flavors. Also nice with fresh fruit and nuts."
"Feudi di San Gregorio Greco di Tufo 2007",13.5,2007,21.99,"Italy","Other White Wine","White Wines","This wine possesses a rich golden hue and delicate scents of ripe apricots, apples, fern and mint. On the palate, there is lively acidity and a long, fruity finish.Ideal with fish dishes, pastas and risottos."
"MontGras Reserva Chardonnay 2009",13.8,2009,12,"South America","Chardonnay","White Wines","Richly structured, this elegant Chardonnay has well balanced flavors of pineapple, peaches, and pears, concluding in a creamy vanilla finish. Perfect match for roasted chicken, grilled seafood dishes, pork tenderloin, turkey and hard cheeses."
"Yalumba Y Series Riesling 2009",11,2009,12.29,"Australia","Riesling","White Wines","Gentle processing of the grapes, and the use of only the clearest juice, followed by a cool even fermentation, ensures that the fresh flavours of the variety are preserved in the final wine. Lemon barley with shades of lime green in color, this wine is aromatic leaping from the glass. Orange blossom, jasmine and lime zest are the main event, backed by a supporting cast of fresh pineapple and lavender. The flavors are all of the citrus spectrum, lime juice, ruby grapefruit and homemade lemonade. The wine has a fine structure and finishes gracefully with mouth watering acidity."
"Menage a Trois Chardonnay 2010",13.8,2010,10.99,"California","Chardonnay","White Wines","Each appellation partner in the 2010 Menage a Trois Chardonnay contributes a distinctive quality to the finished blend: crisp, lemon and lime aromas from Monterey; vibrant, tropical fruit flavors from Santa Barbara; and beautiful structure from Mendocino. The resulting Chardonnay is balanced, welldefined and absolutely satisfying on the finish."
"Glen Carlou Chardonnay 2009",14,2009,15.99,"South Africa","Chardonnay","White Wines","Since the release of the first Chardonnay, Glen Carlou has become synonymous with award-winning Chardonnay the world over. Fermented in French oak barriques and matured for ten months sur lie, this wine rewards with rich, round fruity flavors, harmoniously balanced with well-integrated oak."
"Shafer Red Shoulder Ranch Chardonnay 2008",14.8,2008,48.99,"California","Chardonnay","White Wines","Shafer's single-vineyard Carneros-grown Chardonnay is produced from small-clustered clones of grapes selected for their low yields and distinctive flavors. Fermentation takes place within individual oak and stainless steel barrels using native yeasts. The wine matures on the lees for 14 months and since it undergoes no malolactic fermentation this Chardonnay retains a lively natural acidity. The vineyard is named for its Red-shouldered Hawks and other birds of prey, who play an important role in Shafer's natural farming practices. Crisp exotic spice, rich melon, honeysuckle, apricot, all held together with bright acidity, good structure and elegant balance."
"Spice Route Sauvignon Blanc 2010",13.5,2010,25.99,"South Africa","Sauvignon Blanc","White Wines","A much bolder wine than the 2009 vintage produced, making a fruitier wine to balance the lean minerality and refreshing acidity that Darling Sauvignon Blanc is famous for. It has a complex nose of cut grass and tropical fruit. The palate shows fresh grapefruit with a hint of minerality. The acidity is well-integrated for a balanced wine with good length and lingering passionfruit."
"Bouchard Aine & Fils Macon-Villages 2010",12.5,2010,11.99,"France - Other regions","Chardonnay","White Wines","Brilliant pale green-gold in color. Lemon, mint and honeysuckle on the nose. The palate is very well balanced, with a dominant floral taste. Dry, lively wine, fresh, fruity and floral. Tender and spontaneous. Pair this with starters, French snails, frog's legs, mussels, fish and goat cheeses"
"Sonoma-Cutrer Sonoma Coast Chardonnay 2008",14.2,2008,24.99,"California","Chardonnay","White Wines","This wine has all the elements of a classic chardonnay. The fruit aromas of fresh sliced apple and Asian pear are complimented with citrus notes of lime zest, grapefruit and Meyer lemon and a floral touch of honeysuckle and orange blossom. In the mouth, it is lush, round and creamy with support from a firm acid structure that creates excellent balance. Fruit flavors of lemon curd, lime, Asian pear and baked apple fold into shortbread, candied pecans and marmalade that is touched with toasty oak before the long finish of sweet key lime."
"Kendall-Jackson Vintner's Reserve Sauvignon Blanc 2009",13.5,2009,12.29,"California","Sauvignon Blanc","White Wines","Succulent melon, ripe pear and fresh lemon grass mingle together in this medium-bodied Sauvignon Blanc. Fresh lime complements the subtle mineral quality while added layers of fig and honeysuckle round out this crisp, aromatic wine."
"Brandolini Pinot Grigio 2010",12.8,2010,17.29,"Italy","Pinot Gris/Grigio","White Wines","Brandolini Pinot Grigio is medium-bodied and well structured, with rich, concentrated flavors of black currant and wild berries set against a backdrop of silky tannins. A powerful yet elegant wine."
"Castle Rock Central Coast Chardonnay 2012",13.5,2012,9.99,"California","Chardonnay","White Wines","This elegant Chardonnay offers a rich, ripe and fruity character with a delicious blending of vanilla, pear, citrus and melon flavors, subtle oak undertones and a long, balanced finish. In any season this Castle Rock Chardonnay will complement most cuisines and is an especially pleasing accompaniment to fish poultry and lightly sauced entrees."
"Alois Lageder Pinot Grigio 2008",12.9,2008,11.99,"Italy","Pinot Gris/Grigio","White Wines","Brilliant straw yellow with a green shimmer. Quite pronounced and expressive aroma with flowery and somewhat spicy notes. Rich flavored in the mouth, with a slight smokiness at the back and a good, fresh finish. Starters (both fish or meat), pates and terrines, fish and shellfish, poultry, white meat and mushrooms."
"Cabreo La Pietra Chardonnay 2010",14.5,2010,41.99,"Italy","Chardonnay","White Wines","Rich, intense aromas and velvety, complex and balanced flavors include notes of spice, vanilla, butter and peach preserves. Pairs well with roast chicken, pork, scampi and other shellfish dishes, especially those prepared with butter, and aged cheeses. Blend: 100% Chardonnay"
"Adelsheim Pinot Gris 2011",13.2,2011,18.99,"Oregon","Pinot Gris/Grigio","White Wines","Crisp, bright flavors have always been the hallmark of Adelsheim Pinot gris. In this 2011, you'll find hints of papaya, apples and pears. It pulls off the difficult feat of providing a gentle creaminess that lends a rich, mouthfilling texture and long finish, yet still impressing as a wine that's crisp and clean. Try it with mildly spicy foods (such as ceviche), not so mildly spicy Thai cuisine, rich fishentrees, and even classic oven-roasted fowl."
"Valley of the Moon Chardonnay 2008",13.5,2008,16.99,"California","Chardonnay","White Wines","Aromas of pear, citrus and vanilla are followed by flavors of green apple, lime and clove spice. The rich and creamy texture is accented by hints of honey and toasty oak, and balanced with a bright finish of zesty citrus and nectarine."
"Ramey Sonoma Coast Chardonnay 2011",14.5,2011,35.99,"California","Chardonnay","White Wines","Our Sonoma Coast bottling reflects its region and so is a bit crisper and leaner than our Russian River."
"Franciscan Sauvignon Blanc 2011",13,2011,17.99,"California","Sauvignon Blanc","White Wines","Franciscan Sauvignon Blanc 2011 is a pale straw color. It has a soaring nose of lime zest, white grapefruit, lemongrass, and guava. Bright, vibrant, concentrated, and enticing with abundant fresh citrus fruit, tropical notes, and a sweet hint of vanilla bean. There is a lavish blend of lime, citrus blossom, fresh grapefruit, and subtle notes of grass. The palate is fruit forward, crisp, and appealing with a strong mineral backbone giving an elegant presence on the round mouthfeel. The generous finish lingers with abundant lime, lychee, and citrus. Compelling and refreshing."
"WillaKenzie Estate Pinot Gris 2012",14.3,2012,19.99,"Oregon","Pinot Gris/Grigio","White Wines","Shining honey and golden straw in color, this Pinot Gris houses tropical aromas with ripe melon, kiwi, white pear and white flower. The taste is crisp and refreshing with a sweet entry and a lush and velvety mouthfeel. Flavors of citurs and apricot accompany an acidic build-up and balance toward the warm and inviting finish. This wine will age for 3 to 5 years and is just as delicious and drinkable now. We recommend pairing with spicy Thai food, smoked salmon, or Indian curry. More great options to pair with this wine are sushi, crab-avocado-mango salad, quiche and endives with blue cheese."
"Taft Street Russian River Valley Chardonnay 2007",14.5,2007,19.99,"California","Chardonnay","White Wines","This wine was largely (75%) barrel fermented, and 50% of the wine underwent malolactic fermentation. A full 80% of the chardonnay was oak aged for 10 months, with the remainder kept in temperature controlled stainless steel tanks to enhance the fruit and acidity. This complex Chardonnay has a seamless combination of tropical fruit and subtle oak tones. Impeccably balanced and vibrant, the wine shows great mouth feel and a persistent finish."
"Chateau Ste. Michelle Indian Wells Vineyard Chardonnay 2008",13.5,2008,19.99,"Washington","Chardonnay","White Wines","The warmth of the Wahluke Slope produces Chardonnay with an appealing tropical fruit character and rich texture. The Indian Wells Chardonnay delivers ripe tropical pineapple flavors and showcases the luscious opulence of Washington fruit. I like this wine with scallops, scampi or pasta with slightly richer sauces."
"Shoofly Buzz Cut 2008",14,2008,14,"Australia","Other White Blends","White Wines","A wildly aromatic blend of Verdelho, Viognier, Sauvignon Blanc, Riesling, Chardonnay and Semillon. The fruit is sourced from McLaren Vale, Adelaide Hills and Langhorne Creek, fermented in stainless steel and bottled fresh and young for immediate enjoyment. It's a lush blend showing juicy, tropical flavors, exotic perfume and a refreshing, structured palate. 37% Riesling, 32% Viognier, 21% Verdelho, 5% Chardonnay, 5% Sauvignon Blanc"
"Clean Slate Riesling 2010",10.5,2010,11.29,"Germany","Riesling","White Wines","The fresh, balanced taste of clean slate is achieved by carefully selecting grapes from vineyards throughout the Mosel. The steep blue slopes of the Lower Mosel give the wine its minerality while the Middle Mosel provides a hint of spice to complement the characteristic fresh peach flavors of the Upper Mosel. In this wine, ripe peach flavors balance lively acidity, hints of lime and characteristic minerality. Pairs beautifully with Asian dishes, spicy foods, sushi, fish, poultry and pork."
"Amberhill Secret White Blend 2010",13.5,2010,9.99,"California","Other White Blends","White Wines","The floral notes of our 2010 White Wine lift lightly from the glass and intermingle aromatically with scents of orange blossom, jasmine and rose petal. On the palate, this refreshing wine offers flavors of honeysuckle, pineapple and Fuji apple with slight hints of melon and guava. A balanced acidity contributes to a lush, round mouth-feel and leads to a lasting, vibrant finish."
"Recuerdo Torrontes 2011",13,2011,11.99,"South America","Torrontes","White Wines","The wine is fermented in stainless steel tanks to preserve its fruit intensity and lively aromatics. Bright, fresh, and full of summer, Torrontes has a clean straw color with aromatic points of lemon spritz, citrus, and tart white flowers. The mouth is filled with tropical fruit, fresh with mineral notes and clean essences. It is streamlined with fresh orange zest that rounds out with acidity and ripe pears that linger into a lush finish."
"Buena Vista Ramal Vineyard Estate Chardonnay 2007",14.2,2007,32,"California","Chardonnay","White Wines","True to its Carneros terroir, this Chardonnay exhibits floral aromas and a pretty nose of green apple, Asian pear, citrus rind, mineral, and hazelnut. The wine continues with flavors of peach and spiced apple and tropical flavors with a nice broad mid-palate, which leads to a long finish with a great acid/fruit balance. The 2007 Ramal Vineyard Chardonnay has complexity with its multiple clonal selections, showing bright acidity and great fruit intensity along with richness and lush texture. This wonderfully balanced wine can be enjoyed with an array of foods. Try this well balanced wine with bacon wrapped day boat scallops."
"Jermann Vintage Tunina (1.5 Liter Magnum) 2006",13.5,2006,169,"Italy","Other White Blends","White Wines","Brilliant straw yellow in color, with golden reflections. Intense, ample, very elegant and persistent, with scents of honey and country flowers. On the palate it is dry, mellow, well balanced, with extraordinary persistence thanks to the full body."
"MandraRossa Fiano 2009",13,2009,10.99,"Italy","Other White Blends","White Wines","Brilliant pale yellow with hints of green. Bouquet of ripe tropical fruits and citrus aromas. Medium-bodied and dry with elegant balance. The fruit and citrus aromas on the nose evolve on the palate in an array of fruit flavors. Serving Suggestions: Enjoy with chicken and turkey entrees, fish and grilled vegetables."
"Pazo de Galegos Albarino 2010",11.5,2010,22.99,"Spain","Albarino","White Wines","Pazo de Galegos is a wine that shows depth, balance and equilibrium. This fine Albarino doesn't express intense aromas or an aggressive attack of flavor so much as long, subtle flavors, which evolve and linger on the palate. Albarinos have a fresh, citrus, tangy character that makes them pair wonderfully with all kinds of shellfish and seafood. In Galicia, cockles, razor clams, oysters, clams, octopus and squid are common local dishes, all a great match for this wine. This wine also has the clean acidity necessary to allow it to pair well with some Thai, Vietnamese and Chinese dishes."
"Villa Matilde Greco di Tufo 2012",13,2012,21.99,"Italy","Other White Wine","White Wines","Straw yellow, intense, persistent, appealing nose of white peach, apricots sweet almonds on a mineral background melding into elegant, mellow complexity; rich, structured palate, fresh characterful yet never aggressive, with abundant sense of terroir. Varietal: 100% Aglianico"
"Jean-Claude Boisset Bourgogne Chardonnay 2006",13,2006,16.29,"France - Other regions","Chardonnay","White Wines","Very attractive clear yellow color with crystalline reflections. Very refined, with notes of white flowers. Round and delicate in the mouth, with a polished acidity which lends freshness and purity."
"Brandolini Pinot Grigio 2009",12.5,2009,18.99,"Italy","Pinot Gris/Grigio","White Wines","Pale gold with copper tones. Fruity, with a pronounced hint of acacia flowers and apple. Elegant and fruity in the mouth becoming full- bodied and well-structured. It has a very persistent finish."
"Martino Old Vine Semillon 2010",14,2010,14.95,"South America","Semillon","White Wines","Medium straw color. Lively nose with notes of lemon, pear, and golden fig. Bright on the palate, with plenty of citrus and some mineral flavors. Finishes with cleansing acidity. Long ago a widely planted grape in Argentina, a number of old vine parcels of Semillon still exist. As an early ripener the grape is well suited to the region's cooler climates. This bottling comes from single vineyard in Perdriel which is a warmer subdistrict better known for its Malbec. The warm climate here offers up a flashier example of the grape. Stainless steel fermentation and aging keep things focused."
"d'Arenberg The Hermit Crab Viognier Marsanne 2010",13.1,2010,17.99,"Australia","Rhone White Blends","White Wines","A floral nose with stone fruits of apricot, peach and nectarine and sweet spice nuances. The palate has lovely fruit weight and is packed with complexity. It opens with stone fruits and citrus and is underpinned by candied ginger and clove spice. The flavors linger with citrus acidity, a savory edge of pistachio nut and a twist of flowery fruit tannins adding textural interest."
"Bethel Heights Pinot Gris 2011",12.3,2011,15.99,"Oregon","Pinot Gris/Grigio","White Wines","Aromas of Meyer lemons, mandarin, and lime blossom. The palate showcases a refreshing focused core of citrus fruits over bright acidity, carrying the wine to a long finish. This wine exhibits the grace and transparency of a cool year, hallmarks of a great vintage. This Pinot Gris is dry, with a strong citrus backbone. Food choices abound! Seafood is a natural choice. While we think of Pinot Gris slightly chilled as perfect for warm weather, it is truly a wine for all seasons. For cooler weather, think of lightly spiced Thai dishes, featuring shrimp or pork. Also, many Asian preparations featuring coconut milk as a base for chicken or vegetable curries are enhanced by the fruit forward citrus aromas and flavors of Pinot gris."
"Beringer Founders' Estate Chardonnay 2010",13,2010,10.99,"California","Chardonnay","White Wines","The Beringer Founders' Estate Chardonnay is the perfect combination of pear, apple and ripe tropical fruit flavors, with a hint of citrus and a classically round mouthfeel. This Chardonnay will perfectly compliment a grilled chicken or fish, or stand up to a rich risotto with its ripe, clean flavors and lingering finish."
"Merryvale Starmont Chardonnay 2010",13.9,2010,22,"California","Chardonnay","White Wines","Golden straw in color. Aromas of Asian pear, butter crust apple tart tatin, juicy golden pineapple, guava, Meyer Lemon, orange blossom, honeysuckle, hints of toasted hazelnut. The palate has a sweet, focused entry that open into a fleshy, round and bright mid-palate, notes of citrus, cream filled profiteroles with spun sugar, and a clean mineral-driven finish."
"Trivento Amado Sur Torrontes 2009",13,2009,13.99,"South America","Torrontes","White Wines","Amado Sur is a delicate yellow wine with refined green tones. A complex, floral bouquet opens with notes of fresh cut roses folded with jasmine and a touch of citrus. On the palate, the wine is refreshing yet lush with flavors of white peach, apricot and mild orange peel. Crisp acidity frames the persistent finish."
"Banfi Centine Bianco 2011",13.1,2011,11.99,"Italy","Other White Blends","White Wines","Pale straw yellow color. The aromatics are very fruity, with hints of citrus, tropical fruits and pear. In the mouth the flavors are ample, with fruity notes joining those of tomato leaf. The lively acidity gives the wine an excellent savoriness, good freshness and a lingering finish."
"Chateau de Beaucastel Chateauneuf-du-Pape Blanc 2009",13.5,2009,99,"France - Rhone","Rhone White Blends","White Wines","The white wines of Chateau de Beaucastel are amongst the finest expressions of Roussanne grapes grown in a warm climate. The two cuvees have a lot in common but show different personalities: the standard bottling, made from 80%Roussanne, 20% Grenache Blanc, whose vines are between 10 and 40 years old, and a small quantity of the Vieilles Vignes cuvee, produced entirely from Roussanne vines of at least 65 years of age. To the eye the wine displays a pale golden-yellow hue. The nose is reminiscent of acacia flower, honey and citrus fruit. The texture is very soft and ripe, with flavors of toast and honey. Serve at 50 °F."
"Flowers Sonoma Coast Chardonnay 2010",13.7,2010,41.99,"California","Chardonnay","White Wines","The 2010 Flowers Sonoma Coast Chardonnay is a pale straw color. Pretty aromas of lime blossom, meringue and lemon zest are mirrored on the palate and underscored with subtle notes of fresh cut fennel, lemon thyme, and crisp comice pear. With a bright and refreshing acidity, this Chardonnay finishes with a mouthwatering minerality that is typical of the extreme Sonoma Coast. Delicious now, or cellar through 2014."
"Chateau St. Jean Sonoma County Reserve Chardonnay 2010",14.4,2010,45,"California","Chardonnay","White Wines","This is an outstanding representation of St. Jean's Reserve Chardonnay. The wine invites with aromas of warm lemon cream pie, toasted hazelnuts and bright notes of tropical fruit like pineapple and mango. The palate is complex with layers of flavors including orange blossom, lemon zest, browned butter and baking spice. The well structured wine is balanced with a rich texture and expressive acidity. The lively finish lingers with a classic lemon oil flavor. Blend: 100% Chardonnay"
"Frisk Prickly Riesling 2010",8,2010,9.99,"Australia","Riesling","White Wines","It's a mouth-revving, lively Riesling that's light on its feet. You may detect notes of lemon sorbet, bath salts and white lilies layered with spices from your favorite childhood pie shop guess that depends on your childhood. But you can't deny its raciness and versatility, sidling up suggestively to food that's both sweet and spicy. Its intensity will slap you in the face, the oodles of length will have you scrambling for more."
"Meerlust Chardonnay 2008",13,2008,22,"South Africa","Chardonnay","White Wines","Very bright, polished platinum with green, vivacious hue. Complex, appealing nose with quince, citrus and floral notes developing into lemon cream, oatmeal and marzipan richness. On the palate the wine is full bodied and generous, but still balanced by crisp acidity. There is ripe tropical fruit and creaminess balanced by a pure minerality typical of the variety. The wine has a long, very pleasant lingering finish indicating the richness and persistence of the vintage."
"Elk Cove Estate Riesling 2009",12,2009,19,"Oregon","Riesling","White Wines","The 'Estate' designation is from our oldest block of Riesling planted on the gentle slopes of the winery property. This wine highlights the quality that old vine material can show from this noble grape in the Northern Willamette Valley. It shows a traditional bouquet of pear and apple overtones, with lean, mineral notes on the palate. A pretty wine now yet has enough fruit and balanced acidity to age a number of years with cool cellaring."
"Stickybeak Chardonnay 2009",14.5,2009,17,"California","Chardonnay","White Wines","The nose shows intense characters of pear, spice and almonds with underlying white peach notes. The palate is long and powerful displaying dried pear, toasty, creamy custard tart and nuances of cashew with lingering stone fruit and a fresh, clean acid finish."
"Alpha Omega Chardonnay 2009",14.6,2009,59.99,"California","Chardonnay","White Wines","The diversity of clones and our cool climate vineyards make the Alpha Omega Chardonnay unique. The natural high acidity allows us to ferment 100% in barrels, and go through 100% Malolactic Fermentation. They strive to accomplish the best of both worlds - high acidity and minerality like a traditional Burgundy yet with roundness on the palate as a traditional California Chardonnay."
"Villa Matilde Greco di Tufo 2009",13.5,2009,21.99,"Italy","Other White Wine","White Wines","Straw yellow, intense, persistent, appealing nose of white peach, apricots and sweet almonds on a mineral background melding into elegant, mellow complexity; rich, structured palate, fresh and characterful yet never aggressive, with abundant gout de terroir."
"Wines 4 Cures 4 Her Chardonnay 2009",13.5,2009,15,"California","Chardonnay","White Wines","The first release of 4 Her is a classic, cool-climate Clean and crisp, the wine shows high-toned flavors of lime and green apples, with a hint of vanilla. A great match for scallops with mango salsa. 4 Her is a brand built to raise funds and awareness for the National Breast Cancer Foundation (NBCF). To learn more about how the foundation is helping fight Breast Cancer with early detection, visit www.nbcf.org"
"Glenelly Grand Vin Chardonnay 2012",13,2012,27.99,"South Africa","Chardonnay","White Wines","This elegant yet opulent Chardonnay displays vibrant flavors of apple, lemon, lime and flint. Its lush, creamy texture is underpinned with beautiful mineral notes and hints of toasted almond and vanilla. The finish is fresh with great minerality"
"Chateau Malartic-Lagraviere Blanc 2009",14,2009,72.99,"France - Bordeaux","Bordeaux White Blends","White Wines","The nose is very aromatic, with citrus, mango, ananas and orchard fruit, and subtle smoky notes. The soft, mellow palate is very rich and full-bodied, with a construction that is both complex and very elegant. The finish is long and expressive with a fine hint of minerality. The complex flavors and lively character of this wine suggest that it has a considerable potential to age. Blend: 80% Sauvignon Blanc, 20% Semillon"
"Pacific Rim Wallula Vineyard Biodynamic Riesling 2012",11.9,2012,18.99,"Washington","Riesling","White Wines","Pale straw color and a bouquet of jasmine and peach. Displays wonderful yeastiness, jasmine on the palate and great minerality with a dry, bright finish. Adhering to the strictest Demeter Certified Biodynamic farming and viticulture standards, this wine is a pure expression of Riesling. It is a single vineyard handpicked from Wallula in the Horse Heaven Hills. The wine is aged on native yeast lees for a few months after the fermentation without sulfites in old German casks. Each vintage is unique and a perfect reflection of the growing season due to the low input nature of Biodynamic farming and winemaking."
"J.J. Vincent Bourgogne Blanc 2010",13,2010,16.99,"France - Other regions","Chardonnay","White Wines","The 2010 JJ Bourgogne Blanc is a light, fresh, fruit driven Chardonnay. Straight forward in style showing tropical fruit and light acidity."
"Davis Bynum Chardonnay 2009",14.5,2009,25,"California","Chardonnay","White Wines","Davis Bynum chardonnay is driven by vineyard sites. The middle reach of the Russian River Valley, nearing Highway 101, tend to be slightly warmer than the very cool western reaches. While maintaining ample crispness due to balanced acidity, the additional warmth pushes the flavor profile toward tropical and the mouth-feel to a round texture that is at once lush, but with a clean, lingering finish."
"Chateau Ste. Michelle Chardonnay 2010",14,2010,13,"Washington","Chardonnay","White Wines","It is the goal of Head Winemaker Bob Bertheau to make it a pleasurable, food-friendly wine. This is a fresh, soft style of Chardonnay with bright apple and citrus fruit character with subtle spice and oak nuances. We blend Chardonnay grapes from vineyards all over Washington's Columbia Valley to make this a complex, interesting wine. Sur lie aged for more than six months in a mix of French and American oak barrels (10% new) with regular stirring to soften the wine and integrate fruit and oak flavors."
"Allan Scott Marlborough Riesling 2008",13.5,2008,9.79,"New Zealand","Riesling","White Wines","Showing lemon and orange citrus tones and a distinct tropical pineapple aroma, while orange blossom, white stonefruit and spice characters abound. Continuing through to the palate these flavours and the spice complexities combine with the structural compounds of acid and phenolics, resulting in a mouth watering wine with a finish that lasts. Serving Suggestions: Riesling is a preferred accompaniment to a wide range of foods. This wine is especially enjoyable with savoury and spicy dishes, with cheese or simply on its own. Best served lightly chilled, Allan Scott Riesling is guaranteed to improve for many years."
"Oxford Landing Chardonnay 2012",13,2012,11.99,"Australia","Chardonnay","White Wines","Pale golden straw in color with vibrant green hues, the 2012 Oxford Landing Estates Chardonnay has lifted aromas of freshly cut white peaches, citrus and honeydew melon. Underlying hints of nougat, nutmeg and cinnamon spice add complexity to the bouquet. The wine has a wonderfully even texture on the palate, with underlying white stone fruits and fresh citrus flavours. A fine creamy texture is the result of continual lees stirring. This is a crisp, clean wine with persistent and tantalising mineral acidity."
"Pacific Rim Dry Riesling 2009",13.5,2009,11.99,"Washington","Riesling","White Wines","This wine is crisp, dry and lush with flavors of citrus, jasmine and minerals. Pacific Rim Dry Riesling is infinitely versatile and complements the world's most vibrant and flavorful cuisines from Asian to European to a wide variety of seafood, cheeses and cold meats."
"Waterbrook Chardonnay 2009",13.8,2009,13.99,"Washington","Chardonnay","White Wines","Fragrant pineapple and mango aromas marry with hints of buttery notes. The rich mouthfeel is filled with dried apricots, apple and lingering toast notes on the finish."
"Carlin de Paolo Terre Alfieri Arneis 2012",13,2012,17.99,"Italy","Other White Wine","White Wines","The Arneis has prevailing floral aromas of white flowers reminiscent of springtime; it is delicate with soft fruit notes of apple and pineapple. it is a clean, dry and very enjoyable wine that matches perfectly with fish and white meat. It is also lovely as an aperitif."
"Pazo de Barrantes Albarino 2009",13,2009,23.99,"Spain","Albarino","White Wines","Once in the cellar, these grapes are first carefully and partially destemmed and then pressed in a low pressure pneumatic press. This process helps extract the maximum aromatic potential from the grapes. The grape must is fermented in temperature controlled, stainless steel tanks, for 30-40 days, at 11 º-12 ºC. Fermentation takes place in absence of the grape skins. The albarino grape juice is left in contact with its lees for a short time in the pursuit of texture and density."
"Kumeu River Pinot Gris 2010",13,2010,19.99,"New Zealand","Pinot Gris/Grigio","White Wines","The aromas have typical peach and stone fruit notes tinged with the floral perfume that we have come to expect from Pinot Gris. On the palate the wine is rich and complex with an oily texture that coats the tongue and lingers on the palate, with a lovely length of flavor. Pinot Gris is a variety that goes particularly well with food, including quite intensely flavored dishes. It is also one of the few wine styles that can handle the spiciness of chilli, so together with the sweet succulence of prawns, a nicely chilled bottle of Kumeu River Pinot Gris makes up a spectacular combination."
"Solena Estate Pinot Gris 2012",13.6,2012,19.99,"Oregon","Pinot Gris/Grigio","White Wines","Very brilliant color with a perfumey and giving nose of banana, honeysuckle, peach, white pear, and jasmine. Flavors burst on the palate with luscious, complex and long lasting fruity components with a nice fringe of acidity. To sip on a sunny afternoon or to pair with any spicy cuisine. Blend: 98% Pinot Gris, 2% Gewurztraminer"
"Terras Gauda Albarino Abadia de San Campio 2009",12.5,2009,20,"Spain","Albarino","White Wines","Brilliantly clear in color. There are aromas of citrus fruits, pineapple and lemon that fill the nose. The palate mirrors these vivid ripe fruit impressions, with a crispness and exceptional balance of acidity and fruit."
"Matanzas Creek Chardonnay 2009",14.4,2009,24.99,"California","Chardonnay","White Wines","Bright straw in color. The nose delivers notes of honey lemon. After a swirl, honeysuckle flower, tropical fruit and white currant become more evident. A silky texture with pineapple, bright citrus and soft minerality."
